id,zip,member_type,city,state,grad_year,age,maj_prac_focus,college_code,purpose,category,full_state
76828,92676-9631,DO-M,Silverado,CA,2000,40,Family Medicine,118468,Home,0,California
169668,95132-3022,DO-M,San Jose,CA,2007,45,Family Medicine,118463,Home,0,California
64533,92618-2302,DO-M,Irvine,CA,1995,47,Family Medicine,118447,Business,0,California
162339,92840-5125,DO-M,Garden Grove,CA,2008,33,Family Medicine,118469,Home,0,California
162957,92683-4734,DO-M,Westminster,CA,2008,34,Family Medicine,118464,Home,0,California
74553,95148-2037,DO-M,San Jose,CA,2001,51,Family Medicine,118442,Home,0,California
58215,94531-8075,DO-M,Antioch,CA,1992,47,Family Medicine,118457,Home,0,California
74051,92354-3130,DO-M,Loma Linda,CA,2001,48,Family Medicine,118464,Home,0,California
162968,92845-2625,DO-M,Garden Grove,CA,2008,33,Family Medicine,118464,Home,0,California
70082,95758-0014,DO-M,Elk Grove,CA,1998,42,Family Medicine,118442,Business,0,California
58755,95758-7977,DO-M,Elk Grove,CA,1992,53,Family Medicine,118464,Business,0,California
57133,93901-4484,DO-M,Salinas,CA,1991,52,Family Medicine,118466,Business,0,California
57039,92037-1216,DO-M,La Jolla,CA,1991,59,Family Medicine,118464,Business,0,California
38721,90803-5040,DO-M,Long Beach,CA,1982,57,Family Medicine,118464,Business,0,California
69573,92649-4207,DO-M,Huntington Beach,CA,1997,59,Family Medicine,118464,Home,0,California
67529,93645-9709,DO-M,O Neals,CA,1996,54,Family Medicine,118464,Home,0,California
79477,91355-2903,DO-M,Valencia,CA,2001,43,Family Medicine,118463,Home,0,California
74557,94960-2743,DO-M,San Anselmo,CA,2000,40,Family Medicine,118442,Home,0,California
24489,95628-6038,DO-M,Fair Oaks,CA,1959,81,Family Medicine,118446,Home,14,California
82005,94954-6559,DO-M,Petaluma,CA,2002,38,Family Medicine,118466,Business,0,California
75757,96002-5155,DO-M,Redding,CA,2000,41,Family Medicine,118460,Home,0,California
35271,92691-3622,DO-M,Mission Viejo,CA,1977,66,Family Medicine,118447,Home,0,California
81707,95928-5442,DO-M,Chico,CA,2003,53,Family Medicine,118464,Home,0,California
47869,93221-1220,DO-M,Exeter,CA,1987,56,Family Medicine,118446,Business,0,California
162343,92845-2625,DO-M,Garden Grove,CA,2008,32,Family Medicine,118469,Home,0,California
71769,92653-5526,DO-M,Laguna Hills,CA,1998,51,Family Medicine,118464,Business,0,California
164820,95521-4911,DO-M,Arcata,CA,2009,32,Family Medicine,118469,Home,3,California
40958,91730-0603,DO-M,Rancho Cucamonga,CA,1981,57,Family Medicine,118442,Business,0,California
140142,92024-3319,DO-M,Encinitas,CA,2004,38,Family Medicine,118469,Home,0,California
64191,92262-5750,DO-M,Palm Springs,CA,1995,53,Family Medicine,118464,Business,0,California
50647,92346-6310,DO-M,Highland,CA,1989,53,Family Medicine,118446,Home,0,California
143976,92833-1214,DO-M,Fullerton,CA,2005,36,Family Medicine,118464,Home,0,California
156977,91789-5326,DO-M,Walnut,CA,2005,35,Family Medicine,118464,Home,0,California
187896,91765-1307,DO-M,Diamond Bar,CA,2012,29,Family Medicine,118464,Home,5,California
26544,92081-9016,DO-M,Vista,CA,1964,80,Family Medicine,118442,Home,14,California
150442,95135-2027,DO-M,San Jose,CA,2007,32,Family Medicine,118447,Home,0,California
187898,92821-5547,DO-M,Brea,CA,2012,29,Family Medicine,118464,Home,5,California
42472,92120-5238,DO-M,San Diego,CA,1984,56,Family Medicine,118447,Business,0,California
64194,91340-2424,DO-M,San Fernando,CA,1995,47,Family Medicine,118464,Business,0,California
185328,92078-4201,DO-M,San Marcos,CA,2012,28,Family Medicine,118462,Business,5,California
140548,92563-4413,DO-M,Murrieta,CA,2004,36,Family Medicine,118464,Home,0,California
39699,92078-4236,DO-M,San Marcos,CA,1983,56,Family Medicine,118447,Business,0,California
39018,92866-1605,DO-M,Orange,CA,1983,61,Family Medicine,118457,Business,0,California
28793,94502-6557,DO-M,Alameda,CA,1969,80,Family Medicine,118446,Home,14,California
68450,91745-4202,DO-M,Hacienda Heights,CA,1997,44,Family Medicine,118447,Home,0,California
42058,94019-1946,DO-M,Half Moon Bay,CA,1980,71,Family Medicine,118453,Business,14,California
81714,90713-3016,DO-M,Lakewood,CA,2001,40,Family Medicine,118464,Home,0,California
64195,92010-7096,DO-M,Carlsbad,CA,1995,67,Family Medicine,118464,Home,0,California
81715,92543-3097,DO-M,Hemet,CA,2001,41,Family Medicine,118464,Business,0,California
43798,93561-9135,DO-M,Tehachapi,CA,1985,60,Family Medicine,118464,Home,0,California
168348,93560-7850,DO-M,Rosamond,CA,2009,31,Family Medicine,118457,Home,3,California
45509,91773-3211,DO-M,San Dimas,CA,1986,55,Family Medicine,118464,Business,0,California
160221,91208-1256,DO-M,Glendale,CA,2009,32,Family Medicine,118468,Home,3,California
140148,92708-4211,DO-M,Fountain Valley,CA,2004,39,Family Medicine,118469,Business,0,California
79555,92865-3691,DO-M,Orange,CA,2000,59,Family Medicine,118463,Home,0,California
49848,92647-4222,DO-M,Huntington Beach,CA,1988,54,Family Medicine,118461,Home,69,California
329449,92503-0254,DO-M,Riverside,CA,2012,27,Family Medicine,118468,Home,5,California
62407,92606-8899,DO-M,Irvine,CA,1994,46,Family Medicine,118464,Home,0,California
72884,92647-2658,DO-M,Huntington Beach,CA,1999,41,Family Medicine,118447,Home,0,California
38310,90803-2107,DO-M,Long Beach,CA,1981,58,Family Medicine,118442,Home,0,California
148961,93930-3751,DO-M,King City,CA,2006,38,Family Medicine,118464,Home,0,California
69186,95630-7345,DO-M,Folsom,CA,1998,43,Family Medicine,118461,Home,0,California
187908,91764-5957,DO-M,Ontario,CA,2012,29,Family Medicine,118464,Home,5,California
42998,92585-3182,DO-M,Romoland,CA,1984,58,Family Medicine,118463,Home,69,California
47195,91020-1853,DO-M,Montrose,CA,1987,60,Family Medicine,118464,Business,0,California
37065,95747-6390,DO-M,Roseville,CA,1979,60,Family Medicine,118445,Home,0,California
162568,94710-2137,DO-M,Berkeley,CA,2008,32,Family Medicine,118457,Home,0,California
58764,93950-5041,DO-M,Pacific Grove,CA,1992,51,Family Medicine,118464,Home,0,California
185554,95835-2610,DO-M,Sacramento,CA,2012,31,Family Medicine,118469,Home,5,California
72405,91377-1325,DO-M,Oak Park,CA,1999,44,Family Medicine,118442,Home,0,California
67534,92329-1120,DO-M,Phelan,CA,1996,57,Family Medicine,118464,Home,0,California
68662,95762-4272,DO-M,El Dorado Hills,CA,1997,53,Family Medicine,118453,Home,0,California
40198,95356-0500,DO-M,Modesto,CA,1983,59,Family Medicine,118458,Business,0,California
49343,93003-1023,DO-M,Ventura,CA,1988,53,Family Medicine,118464,Home,0,California
35877,91710-2609,DO-M,Chino,CA,1978,73,Family Medicine,118445,Business,14,California
154080,94122-2009,DO-M,San Francisco,CA,2007,33,Family Medicine,118469,Home,0,California
67147,90241-4324,DO-M,Downey,CA,1997,52,Family Medicine,118461,Home,0,California
33757,92024-1350,DO-M,Encinitas,CA,1975,64,Family Medicine,118453,Business,0,California
161498,93455-8004,DO-M,Santa Maria,CA,2008,33,Family Medicine,118445,Home,4,California
76346,92886-6246,DO-M,Yorba Linda,CA,2000,43,Family Medicine,118464,Home,0,California
169670,92260-8639,DO-M,Palm Desert,CA,2007,52,Family Medicine,118463,Home,0,California
62411,92324-1801,DO-M,Colton,CA,1994,46,Family Medicine,118464,Business,0,California
155328,92592-6858,DO-M,Temecula,CA,2008,37,Family Medicine,118445,Home,0,California
36039,92603-3407,DO-M,Irvine,CA,1978,68,Family Medicine,118446,Home,0,California
176896,92691-5818,DO-M,Mission Viejo,CA,2011,30,Family Medicine,118464,Home,1,California
54720,94903-2013,DO-M,San Rafael,CA,1990,58,Family Medicine,118447,Business,0,California
37618,94591-8054,DO-M,Vallejo,CA,1979,59,Family Medicine,118457,Home,0,California
25864,95991-6811,DO-M,Yuba City,CA,1962,80,Family Medicine,118446,Home,14,California
65606,92649-6022,DO-M,Huntington Beach,CA,1995,46,Family Medicine,118462,Home,0,California
54723,96002-9419,DO-M,Redding,CA,1991,62,Family Medicine,118447,Home,0,California
154227,94582-5014,DO-M,San Ramon,CA,2008,33,Family Medicine,118464,Home,0,California
159902,95864-3841,DO-M,Sacramento,CA,2008,33,Family Medicine,118463,Home,3,California
179624,95687-7288,DO-M,Vacaville,CA,2011,30,Family Medicine,118445,Home,1,California
57561,90803-1910,DO-M,Long Beach,CA,1992,58,Family Medicine,118442,Home,0,California
32462,92106-6127,DO-M,San Diego,CA,1973,68,Family Medicine,118447,Business,0,California
35280,92065-4245,DO-M,Ramona,CA,1977,69,Family Medicine,118447,Business,14,California
41549,92653-5511,DO-M,Laguna Hills,CA,1981,60,Family Medicine,118447,Business,0,California
64201,91908-0655,DO-M,Bonita,CA,1995,51,Family Medicine,118464,Home,4,California
62519,90077-2309,DO-M,Los Angeles,CA,1994,48,Family Medicine,118465,Home,0,California
67539,92591-3914,DO-M,Temecula,CA,1996,45,Family Medicine,118464,Home,0,California
44654,92808-2316,DO-M,Anaheim,CA,1985,56,Family Medicine,118445,Home,0,California
71780,95758-7900,DO-M,Elk Grove,CA,1998,53,Family Medicine,118464,Home,0,California
60526,93389-2099,DO-M,Bakersfield,CA,1993,63,Family Medicine,118464,Business,0,California
140152,95536-9733,DO-M,Ferndale,CA,2005,44,Family Medicine,118469,Home,0,California
39195,92691-5327,DO-M,Mission Viejo,CA,1983,59,Family Medicine,118464,Business,0,California
164517,90802-5540,DO-M,Long Beach,CA,2009,40,Family Medicine,118464,Home,3,California
70470,94501-4671,DO-M,Alameda,CA,1998,45,Family Medicine,118446,Home,0,California
45518,90040-2518,DO-M,Los Angeles,CA,1986,54,Family Medicine,118464,Business,0,California
138645,92120-5238,DO-M,San Diego,CA,2005,40,Family Medicine,118468,Business,0,California
164431,92503-0225,DO-M,Riverside,CA,2009,32,Family Medicine,118470,Home,2,California
32478,91405-3614,DO-M,Van Nuys,CA,1973,67,Family Medicine,118446,Business,0,California
67542,92821-3006,DO-M,Brea,CA,1996,44,Family Medicine,118464,Business,0,California
33778,93619-9013,DO-M,Clovis,CA,1975,64,Family Medicine,118447,Home,0,California
76352,91942-3009,DO-M,La Mesa,CA,2000,45,Family Medicine,118464,Business,0,California
44348,93612-0861,DO-M,Clovis,CA,1985,56,Family Medicine,118447,Business,0,California
81880,95348-1210,DO-M,Merced,CA,2001,43,Family Medicine,118465,Business,0,California
41658,93619-8674,DO-M,Clovis,CA,1983,57,Family Medicine,118447,Home,0,California
25883,92518-2833,DO-M,Riverside,CA,1962,81,Family Medicine,118446,Home,14,California
123439,94513-4956,DO-M,Brentwood,CA,2003,38,Family Medicine,118464,Business,0,California
32491,92881-3763,DO-M,Corona,CA,1973,67,Family Medicine,118445,Home,0,California
28188,92270-2111,DO-M,Rancho Mirage,CA,1968,71,Family Medicine,118446,Home,14,California
61060,91206-2002,DO-M,Glendale,CA,1994,48,Family Medicine,118445,Home,0,California
160881,91773-2780,DO-M,San Dimas,CA,2008,32,Family Medicine,118464,Home,0,California
74073,92648-4670,DO-M,Huntington Beach,CA,1999,46,Family Medicine,118464,Home,0,California
76283,95124-4746,DO-M,San Jose,CA,2000,41,Family Medicine,118464,Home,0,California
68944,90066-6054,DO-M,Los Angeles,CA,1997,47,Family Medicine,118458,Home,0,California
123639,90813-3413,DO-M,Long Beach,CA,2003,42,Family Medicine,118464,Business,0,California
187918,94587-3961,DO-M,Union City,CA,2012,34,Family Medicine,118464,Home,5,California
123643,91766-1854,DO-M,Pomona,CA,2004,44,Family Medicine,118464,Business,0,California
162358,91205-2114,DO-M,Glendale,CA,2008,33,Family Medicine,118469,Home,0,California
49355,90211-2919,DO-M,Beverly Hills,CA,1988,65,Family Medicine,118464,Business,0,California
76354,92833-4818,DO-M,Fullerton,CA,2000,39,Family Medicine,118464,Home,0,California
81731,91941-7303,DO-M,La Mesa,CA,2001,42,Family Medicine,118464,Business,0,California
28189,91911-6660,DO-M,Chula Vista,CA,1968,71,Family Medicine,118445,Business,14,California
85654,91754-6321,DO-M,Monterey Park,CA,2002,43,Family Medicine,118464,Home,0,California
45521,93422-7219,DO-M,Atascadero,CA,1986,67,Family Medicine,118464,Business,0,California
74077,92705-3910,DO-M,Santa Ana,CA,1999,43,Family Medicine,118464,Business,4,California
51751,95518-0396,DO-M,Arcata,CA,1989,64,Family Medicine,118465,Home,69,California
34434,91403-2121,DO-M,Sherman Oaks,CA,1976,64,Family Medicine,118447,Business,0,California
34435,90241-3334,DO-M,Downey,CA,1976,64,Family Medicine,118447,Business,0,California
44521,93940-2904,DO-M,Monterey,CA,1985,56,Family Medicine,118464,Business,0,California
140154,95687-5216,DO-M,Vacaville,CA,2005,38,Family Medicine,118469,Home,0,California
67549,92592-4841,DO-M,Temecula,CA,1996,49,Family Medicine,118464,Business,0,California
179063,92887-2459,DO-M,Yorba Linda,CA,2011,33,Family Medicine,118464,Home,1,California
71788,90291-3009,DO-M,Venice,CA,1998,53,Family Medicine,118464,Home,0,California
164798,94583-1249,DO-M,San Ramon,CA,2009,34,Family Medicine,118469,Home,3,California
43808,90241-3334,DO-M,Downey,CA,1985,64,Family Medicine,118464,Business,0,California
70477,92103-4320,DO-M,San Diego,CA,1998,47,Family Medicine,118446,Home,0,California
34682,92203-7457,DO-M,Indio,CA,1976,70,Family Medicine,118453,Home,14,California
72024,93923-9222,DO-M,Carmel,CA,1998,46,Family Medicine,118466,Home,0,California
71790,95210-3350,DO-M,Stockton,CA,1998,62,Family Medicine,118464,Business,0,California
49094,95758-7902,DO-M,Elk Grove,CA,1988,55,Family Medicine,118453,Business,0,California
180314,92871-0542,DO-M,Placentia,CA,2012,29,Family Medicine,118464,Home,5,California
154247,94597-2610,DO-M,Walnut Creek,CA,2007,33,Family Medicine,118464,Home,0,California
154030,92629-1702,DO-M,Dana Point,CA,2007,47,Family Medicine,118469,Home,0,California
140567,92626-4320,DO-M,Costa Mesa,CA,2004,41,Family Medicine,118464,Business,0,California
70639,92663-2742,DO-M,Newport Beach,CA,1998,43,Family Medicine,118447,Business,0,California
76743,95377-7309,DO-M,Tracy,CA,2000,41,Family Medicine,118467,Business,0,California
164535,92627-6431,DO-M,Costa Mesa,CA,2009,35,Family Medicine,118464,Home,2,California
165851,92028-9664,DO-M,Fallbrook,CA,2009,60,Family Medicine,118449,Home,2,California
60531,90804-2128,DO-M,Long Beach,CA,1994,52,Family Medicine,118464,Business,0,California
69595,93030-4807,DO-M,Oxnard,CA,1997,43,Family Medicine,118464,Home,0,California
161680,92648-4101,DO-M,Huntington Beach,CA,2008,34,Family Medicine,118442,Home,3,California
65585,95247-9705,DO-M,Murphys,CA,1995,46,Family Medicine,118462,Home,0,California
81086,92392-2413,DO-M,Victorville,CA,2002,41,Family Medicine,118457,Business,0,California
123652,91436-2713,DO-M,Encino,CA,2003,43,Family Medicine,118464,Business,0,California
123653,91730-3063,DO-M,Rancho Cucamonga,CA,2003,38,Family Medicine,118464,Business,0,California
39202,90023-3345,DO-M,Los Angeles,CA,1983,59,Family Medicine,118464,Business,0,California
86001,91941-7340,DO-M,La Mesa,CA,2002,43,Family Medicine,118469,Home,0,California
60532,91031-6010,DO-M,South Pasadena,CA,1993,52,Family Medicine,118464,Business,0,California
186520,90814-5696,DO-M,Long Beach,CA,2012,31,Family Medicine,118453,Home,5,California
71794,92821-3036,DO-M,Brea,CA,1998,41,Family Medicine,118464,Business,0,California
64206,90732-2955,DO-M,San Pedro,CA,1995,49,Family Medicine,118464,Home,0,California
176313,95403-5781,DO-M,Santa Rosa,CA,2012,35,Family Medicine,118464,Business,5,California
81739,92120-3210,DO-M,San Diego,CA,2001,38,Family Medicine,118464,Home,0,California
149071,91784-8608,DO-M,Upland,CA,2006,35,Family Medicine,118464,Home,0,California
185569,90802-4751,DO-M,Long Beach,CA,2012,29,Family Medicine,118469,Home,5,California
47207,92701-2641,DO-M,Santa Ana,CA,1987,63,Family Medicine,118464,Business,0,California
159940,92677-8813,DO-M,Laguna Niguel,CA,2008,34,Family Medicine,118463,Home,3,California
132686,90046-3431,DO-M,Los Angeles,CA,2003,39,Family Medicine,118457,Home,0,California
81740,92336-0746,DO-M,Fontana,CA,2001,39,Family Medicine,118464,Home,0,California
154254,92103-0917,DO-M,San Diego,CA,2007,33,Family Medicine,118464,Home,0,California
62425,91326-4408,DO-M,Northridge,CA,1994,50,Family Medicine,118464,Home,0,California
85231,91950-2152,DO-M,National City,CA,2002,39,Family Medicine,118461,Home,0,California
154255,90201-1805,DO-M,Bell Gardens,CA,2007,37,Family Medicine,118464,Business,0,California
59273,92103-4600,DO-M,San Diego,CA,1993,50,Family Medicine,118445,Business,0,California
172913,91607-4512,DO-M,Valley Village,CA,2010,30,Family Medicine,118449,Home,1,California
62623,96022-7706,DO-M,Cottonwood,CA,1994,46,Family Medicine,118466,Home,0,California
27789,92129-3013,DO-M,San Diego,CA,1967,84,Family Medicine,118447,Home,14,California
188257,91387-4367,DO-M,Santa Clarita,CA,2012,33,Family Medicine,118440,Home,5,California
29293,96101-0011,DO-M,Alturas,CA,1970,72,Family Medicine,118446,Home,14,California
72909,95991-3407,DO-M,Yuba City,CA,1999,40,Family Medicine,118447,Business,0,California
76249,91710-4151,DO-M,Chino,CA,2000,41,Family Medicine,118464,Business,0,California
66908,92344-8690,DO-M,Oak Hills,CA,1997,48,Family Medicine,118458,Home,0,California
33154,92806-2936,DO-M,Anaheim,CA,1974,68,Family Medicine,118445,Business,0,California
20233,95608-6055,DO-M,Carmichael,CA,1950,86,Family Medicine,118446,Home,14,California
39146,93643-9613,DO-M,North Fork,CA,1983,65,Family Medicine,118464,Home,0,California
71004,92604-8603,DO-M,Irvine,CA,1998,43,Family Medicine,118457,Business,0,California
43816,95501-3157,DO-M,Eureka,CA,1985,57,Family Medicine,118464,Home,0,California
74094,91316-1311,DO-M,Encino,CA,1999,44,Family Medicine,118464,Home,0,California
140398,91739-1871,DO-M,Rancho Cucamonga,CA,2005,37,Family Medicine,118464,Home,0,California
44692,92663-3660,DO-M,Newport Beach,CA,1985,56,Family Medicine,118464,Business,0,California
85672,90049-6512,DO-M,Los Angeles,CA,2003,40,Family Medicine,118464,Home,0,California
70645,90703-4827,DO-M,Cerritos,CA,1998,43,Family Medicine,118447,Home,0,California
69604,91709-7407,DO-M,Chino Hills,CA,1997,45,Family Medicine,118464,Home,0,California
67771,90275-5061,DO-M,Rancho Palos Verdes,CA,1996,60,Family Medicine,118466,Home,0,California
85674,92373-6744,DO-M,Redlands,CA,2002,41,Family Medicine,118464,Home,4,California
67346,92705-2161,DO-M,Santa Ana,CA,1997,44,Family Medicine,118463,Home,0,California
71804,95210-4548,DO-M,Stockton,CA,1998,44,Family Medicine,118464,Business,0,California
137638,95382-9298,DO-M,Turlock,CA,2001,53,Family Medicine,118463,Home,0,California
123586,96002-3767,DO-M,Redding,CA,2003,41,Family Medicine,118464,Home,0,California
65373,91360-1900,DO-M,Thousand Oaks,CA,1995,49,Family Medicine,118466,Business,0,California
144019,90210-3514,DO-M,Beverly Hills,CA,2005,36,Family Medicine,118464,Home,68,California
65544,93313-4985,DO-M,Bakersfield,CA,1995,63,Family Medicine,118445,Home,0,California
164671,95817-3010,DO-M,Sacramento,CA,2009,33,Family Medicine,118464,Home,2,California
173638,92057-4545,DO-M,Oceanside,CA,2010,33,Family Medicine,118457,Home,2,California
67517,92880-3223,DO-M,Corona,CA,1996,45,Family Medicine,118464,Home,0,California
144021,93230-1112,DO-M,Hanford,CA,2005,39,Family Medicine,118464,Home,0,California
150273,92008-4314,DO-M,Carlsbad,CA,2006,34,Family Medicine,118469,Home,0,California
32587,90803-5040,DO-M,Long Beach,CA,1973,66,Family Medicine,118453,Business,0,California
62428,92307-1317,DO-M,Apple Valley,CA,1995,47,Family Medicine,118464,Business,0,California
149081,92104-5344,DO-M,San Diego,CA,2006,43,Family Medicine,118464,Home,0,California
153900,91335-1435,DO-M,Reseda,CA,2007,37,Family Medicine,118469,Home,0,California
174227,92883-7391,DO-M,Corona,CA,2010,32,Family Medicine,118464,Home,2,California
81601,92646-4401,DO-M,Huntington Beach,CA,2001,40,Family Medicine,118464,Home,0,California
144024,92619-4188,DO-M,Irvine,CA,2005,37,Family Medicine,118464,Home,0,California
70321,95747-9545,DO-M,Roseville,CA,1998,44,Family Medicine,118445,Home,0,California
183397,93277-7660,DO-M,Visalia,CA,2012,28,Family Medicine,118439,Home,5,California
47901,94520-2022,DO-M,Concord,CA,1987,55,Family Medicine,118446,Business,0,California
164683,92108-6717,DO-M,San Diego,CA,2009,32,Family Medicine,118464,Home,3,California
57059,92708-5800,DO-M,Fountain Valley,CA,1991,54,Family Medicine,118464,Home,0,California
69606,92886-3265,DO-M,Yorba Linda,CA,1997,44,Family Medicine,118464,Home,0,California
162946,92646-3520,DO-M,Huntington Beach,CA,2009,45,Family Medicine,118464,Home,3,California
144026,92831-2901,DO-M,Fullerton,CA,2005,36,Family Medicine,118464,Home,0,California
55392,92656-8097,DO-M,Aliso Viejo,CA,1990,51,Family Medicine,118464,Home,4,California
162947,92683-1751,DO-M,Westminster,CA,2008,32,Family Medicine,118464,Home,0,California
60515,92886,DO-M,Yorba Linda,CA,1993,47,Family Medicine,118464,Business,0,California
152782,95608-2501,DO-M,Carmichael,CA,2004,38,Family Medicine,118464,Home,0,California
164682,92887-1800,DO-M,Yorba Linda,CA,2009,32,Family Medicine,118464,Home,3,California
64026,92843-4790,DO-M,Garden Grove,CA,1995,46,Family Medicine,118442,Business,4,California
144029,93526-1790,DO-M,Independence,CA,2005,38,Family Medicine,118464,Home,0,California
191461,92807-2823,DO-M,Anaheim,CA,2013,30,Family Medicine,118464,Home,5,California
85678,91766-1854,DO-M,Pomona,CA,2003,40,Family Medicine,118464,Business,0,California
140585,95762-4117,DO-M,El Dorado Hills,CA,2004,42,Family Medicine,118464,Home,0,California
170885,91108-1044,DO-M,San Marino,CA,2010,36,Family Medicine,118449,Home,2,California
72916,95112-5042,DO-M,San Jose,CA,2000,40,Family Medicine,118447,Home,0,California
67562,91789-5008,DO-M,Walnut,CA,1996,43,Family Medicine,118464,Home,0,California
76371,91106-4057,DO-M,Pasadena,CA,2000,41,Family Medicine,118464,Home,0,California
61392,92620-2878,DO-M,Irvine,CA,1995,47,Family Medicine,118447,Home,0,California
185582,95834-2549,DO-M,Sacramento,CA,2012,31,Family Medicine,118469,Home,5,California
192899,91007-4037,DO-M,Arcadia,CA,2013,29,Family Medicine,118447,Home,5,California
69608,95207-5724,DO-M,Stockton,CA,1997,46,Family Medicine,118464,Business,0,California
151915,92130-4905,DO-M,San Diego,CA,2006,42,Family Medicine,118445,Home,0,California
76818,94403-4330,DO-M,San Mateo,CA,2000,41,Family Medicine,118468,Home,0,California
174232,93312-2924,DO-M,Bakersfield,CA,2010,33,Family Medicine,118464,Home,2,California
60548,95060-4136,DO-M,Santa Cruz,CA,1994,46,Family Medicine,118464,Business,0,California
61091,92028-1833,DO-M,Fallbrook,CA,1994,50,Family Medicine,118445,Home,0,California
33197,92407-1962,DO-M,San Bernardino,CA,1974,76,Family Medicine,118445,Home,0,California
27811,95926-2213,DO-M,Chico,CA,1967,73,Family Medicine,118453,Business,14,California
123679,94306-3715,DO-M,Palo Alto,CA,2003,38,Family Medicine,118464,Home,0,California
85679,95404-3066,DO-M,Santa Rosa,CA,2003,47,Family Medicine,118464,Home,0,California
160312,93230-8147,DO-M,Hanford,CA,2008,36,Family Medicine,118468,Home,0,California
64223,91730-7489,DO-M,Rancho Cucamonga,CA,1995,52,Family Medicine,118464,Business,0,California
58786,91360-2445,DO-M,Thousand Oaks,CA,1992,49,Family Medicine,118464,Home,0,California
35637,92672-4553,DO-M,San Clemente,CA,1977,64,Family Medicine,118453,Home,13,California
186810,90623-1930,DO-M,La Palma,CA,2012,29,Family Medicine,118449,Home,5,California
162312,92335-8554,DO-M,Fontana,CA,2008,33,Family Medicine,118469,Home,0,California
67568,90277-3033,DO-M,Redondo Beach,CA,1996,51,Family Medicine,118464,Home,0,California
160903,95521-1605,DO-M,Arcata,CA,2008,31,Family Medicine,118464,Home,0,California
137661,90638-6519,DO-M,La Mirada,CA,2001,60,Family Medicine,118463,Home,0,California
81758,92024-1329,DO-M,Encinitas,CA,2001,42,Family Medicine,118464,Business,0,California
186811,94585-2740,DO-M,Suisun City,CA,2012,29,Family Medicine,118449,Home,5,California
123691,92649-4093,DO-M,Huntington Beach,CA,2003,37,Family Medicine,118464,Home,0,California
140592,94611-5651,DO-M,Oakland,CA,2004,36,Family Medicine,118464,Home,0,California
43665,95926-5137,DO-M,Chico,CA,1984,66,Family Medicine,118465,Business,0,California
39446,94592-1162,DO-M,Vallejo,CA,1983,57,Family Medicine,118445,Home,0,California
62435,92009-4114,DO-M,Carlsbad,CA,1994,53,Family Medicine,118464,Business,0,California
26654,90265-4320,DO-M,Malibu,CA,1964,75,Family Medicine,118445,Home,14,California
65951,95630-2236,DO-M,Folsom,CA,1996,45,Family Medicine,118442,Home,0,California
69616,91105-2137,DO-M,Pasadena,CA,1997,58,Family Medicine,118464,Home,0,California
144038,92505-3043,DO-M,Riverside,CA,2005,36,Family Medicine,118464,Business,0,California
178427,94592,DO-M,Vallejo,CA,2011,34,Family Medicine,118469,Business,1,California
123354,91007-6124,DO-M,Arcadia,CA,2000,44,Family Medicine,118464,Home,0,California
55302,92887-2703,DO-M,Yorba Linda,CA,1990,50,Family Medicine,118464,Home,0,California
81760,91766-2007,DO-M,Pomona,CA,2001,41,Family Medicine,118464,Home,0,California
75424,92024-3229,DO-M,Encinitas,CA,2001,40,Family Medicine,118453,Home,0,California
174244,92109-2667,DO-M,San Diego,CA,2011,32,Family Medicine,118464,Home,1,California
155770,94596-4466,DO-M,Walnut Creek,CA,2007,34,Family Medicine,155767,Home,2,California
74101,96003-3317,DO-M,Redding,CA,2000,47,Family Medicine,118464,Home,0,California
57463,93449-2553,DO-M,Pismo Beach,CA,1992,47,Family Medicine,118453,Business,0,California
164699,92373-5859,DO-M,Redlands,CA,2010,33,Family Medicine,118464,Home,2,California
51819,94611-3940,DO-M,Piedmont,CA,1989,61,Family Medicine,118464,Home,0,California
62437,93012-5264,DO-M,Camarillo,CA,1995,51,Family Medicine,118464,Home,8,California
73940,90404-2968,DO-M,Santa Monica,CA,1999,41,Family Medicine,118463,Home,0,California
44680,95630-3909,DO-M,Folsom,CA,1985,55,Family Medicine,118445,Business,0,California
61616,92663-3660,DO-M,Newport Beach,CA,1994,45,Family Medicine,118453,Business,0,California
156806,90065-3225,DO-M,Los Angeles,CA,2007,33,Family Medicine,118453,Home,0,California
62438,93465-1623,DO-M,Templeton,CA,1994,62,Family Medicine,118464,Business,0,California
81699,90804-2013,DO-M,Long Beach,CA,2001,39,Family Medicine,118464,Business,0,California
40706,94509-6130,DO-M,Antioch,CA,1983,63,Family Medicine,118460,Business,0,California
57466,92551-2414,DO-M,Moreno Valley,CA,1993,47,Family Medicine,118453,Home,0,California
60554,91773-2337,DO-M,San Dimas,CA,1993,57,Family Medicine,118464,Business,0,California
49374,90807-1903,DO-M,Long Beach,CA,1988,52,Family Medicine,118464,Home,0,California
75779,92660-1923,DO-M,Newport Beach,CA,2001,44,Family Medicine,118460,Business,0,California
36924,92591-5547,DO-M,Temecula,CA,1979,61,Family Medicine,118453,Business,0,California
70337,90623-1050,DO-M,La Palma,CA,1998,45,Family Medicine,118445,Business,0,California
187951,91006-5123,DO-M,Arcadia,CA,2012,29,Family Medicine,118464,Home,5,California
44057,95758-7611,DO-M,Elk Grove,CA,1985,60,Family Medicine,118460,Home,0,California
72929,91739-8859,DO-M,Rancho Cucamonga,CA,1999,42,Family Medicine,118447,Home,0,California
